NAME,N_DEATH_ILL,TTL_MDCR_SPND,MDCR_SPND_INP,MDCR_SPND_OUTP,MDCR_SPND_LTC,MDCR_SPND_HOME,MDCR_SPND_HSPC,MDCR_SPND_AMBLNC,MDCR_SPND_EQP,MDCR_SPND_OTHER,TTL_PARTB,PARTB_EVAL_MGMT,PARTB_PROCS,PARTB_IMAG,PARTB_TESTS,PARTB_OTHER,HOSP_REIMB_P_DCD,HOSP_DAYS_P_DCD,REIMB_P_PTNT_DAY,HOSP_REIMB_RATIO,HOSP_DAY_RATIO,REIMB_P_DAY_RATIO,MD_PYMT_P_DCD,MD_VISIT_P_DCD,PYMT_P_MD_VISIT,MD_VISIT_PYMT_RATIO,MD_VISIT_RATIO,PYMT_P_VISIT_RATIO,HOSP_BEDS,TTL_IC_BEDS,HI_IC_BEDS,INT_IC_BEDS,MED_SURG_BEDS,SNF_BEDS,TOTAL_FTE,MS_FTE,PC_FTE,MS_PC_RATIO,RNS_REQ,HOSP_DAYS_P_DCD2,TTL_IC_DAYS_P_DCD,HI_IC_DAYS_P_DCD,INT_IC_DAYS_P_DCD,MED_SURG_DAYS_P_DCD,SNF_DAYS_P_DCD,TTL_MD_VISIT_P_DCD,MS_VISIT_P_DCD,PC_VISIT_P_DCD,MS_PC_RATIO_P_DCD,HHA_VISIT_P_DCD,PCT_DTHS_HOSP,PCT_DTHS_W_ICU,PCT_DTHS_HSPC,HSPC_DAYS_P_DCD,PCT_PTNT_10_MD,N_MD_P_DCD,TTL_COPAY_P_DCD,MD_COPAY_P_DCD,EQP_COPAY_P_DCD,QUAL_SCORE,AMI_SCORE,CHF_SCORE,PNEUM_SCORE
Abilene TX,2120.0,,,6410.0,6331.0,2792.0,1909.0,546.0,1510.0,200.0,,2717.0,,665.0,444.0,1798.0,17502.0,19.9,881.0,,1.01,0.78,2891.0,54.4,53.0,0.79,0.89,0.89,54.4,13.2,5.8,7.4,41.2,56.4,19.0,6.7,8.7,0.77,47.0,11.8,3.1,1.6,1.5,8.6,10.8,27.0,10.8,,0.73,10.0,30.9,16.1,,11.9,14.7,5.6,2308.0,1911.0,,79.2,81.8,,78.0
Akron OH,3510.0,44895.0,24222.0,6394.0,8126.0,1759.0,2196.0,980.0,1016.0,201.0,8161.0,3822.0,1604.0,644.0,421.0,1670.0,20966.0,18.2,1155.0,0.94,0.93,1.02,3823.0,61.7,62.0,1.04,1.01,,49.7,11.9,9.3,2.6,37.8,62.1,23.0,10.0,8.8,1.14,44.9,10.6,3.0,2.5,0.5,,11.5,31.1,,13.3,,5.3,25.3,17.0,,11.7,,8.5,2472.0,2194.0,279.0,89.1,95.7,90.8,76.9
Alameda County CA,2858.0,59140.0,35651.0,7510.0,9286.0,2133.0,1987.0,1096.0,1244.0,231.0,10007.0,4428.0,2080.0,835.0,377.0,2287.0,32049.0,,1625.0,1.44,1.01,,4481.0,,70.0,1.22,1.04,1.17,54.0,15.0,,7.1,39.1,53.5,23.6,9.6,10.2,0.94,48.2,11.8,3.6,2.0,1.6,8.2,9.9,31.2,15.3,14.1,1.09,4.0,34.2,20.8,25.0,8.6,32.5,8.0,2873.0,2546.0,327.0,87.1,93.5,84.6,77.9
Albany NY,,40775.0,22472.0,,5181.0,1680.0,2310.0,801.0,1116.0,222.0,9161.0,3676.0,1706.0,847.0,,2447.0,19474.0,21.5,908.0,,1.1,,3699.0,61.2,60.0,1.01,1.0,1.01,58.8,,,1.4,49.8,52.5,21.1,8.4,8.6,0.97,50.1,12.7,2.3,,0.3,10.4,9.4,30.2,14.4,13.6,1.06,5.7,31.4,15.3,30.3,11.2,37.3,,2697.0,2408.0,289.0,87.8,94.2,85.4,78.8
Albany GA,,39735.0,23741.0,6039.0,3308.0,1876.0,2652.0,548.0,1381.0,189.0,5946.0,2800.0,,482.0,388.0,773.0,21010.0,19.6,1073.0,0.94,1.0,0.94,2936.0,56.2,52.0,0.8,0.92,0.87,53.7,9.5,9.2,0.3,,31.2,,7.9,7.5,1.05,47.2,11.5,2.6,2.5,0.1,9.0,6.3,,12.6,12.5,1.01,6.6,35.1,18.8,35.6,18.6,24.8,6.8,2088.0,1680.0,408.0,81.4,86.1,84.3,71.8
Albuquerque NM,4601.0,37608.0,,6241.0,4738.0,2077.0,3247.0,578.0,1442.0,240.0,6309.0,2370.0,,543.0,360.0,1528.0,17125.0,14.3,1199.0,,0.73,1.06,2422.0,40.4,,0.66,0.66,1.0,39.1,9.5,5.3,4.2,29.6,30.9,15.4,4.7,7.7,0.61,34.4,8.4,2.3,1.4,0.9,,,18.4,6.4,10.6,0.6,5.5,27.1,15.4,34.8,16.4,20.1,,2075.0,1696.0,379.0,,91.4,83.5,74.6
Alexandria LA,1695.0,51216.0,25445.0,6649.0,9263.0,4322.0,1776.0,1477.0,2053.0,231.0,8401.0,3134.0,,721.0,394.0,2518.0,22494.0,,,1.01,1.18,0.86,3164.0,62.4,51.0,0.86,1.02,0.85,63.3,9.4,8.1,1.3,53.9,45.4,20.3,7.2,8.6,0.84,53.8,13.3,2.5,2.3,0.2,10.8,8.2,31.8,13.8,14.9,0.93,14.7,36.4,16.3,27.1,13.2,27.2,7.2,2922.0,2352.0,570.0,87.3,91.4,86.0,81.2
Allentown PA,6700.0,47157.0,26244.0,7153.0,7737.0,1857.0,1935.0,761.0,1098.0,371.0,9720.0,4133.0,,908.0,536.0,2171.0,22567.0,21.1,1071.0,1.01,1.08,0.94,,72.3,57.0,,1.18,0.96,57.7,14.4,7.0,7.3,43.4,60.7,24.1,10.1,9.2,1.09,50.4,12.3,3.5,1.9,1.6,8.8,11.4,36.4,18.7,14.2,1.32,5.6,29.9,,30.0,10.3,42.5,,2844.0,2557.0,287.0,87.7,91.5,85.8,82.7
Altoona PA,1666.0,41063.0,21148.0,7010.0,7160.0,2241.0,1357.0,897.0,1119.0,132.0,,3120.0,1594.0,587.0,335.0,2246.0,18519.0,18.2,1019.0,0.83,0.93,0.9,3153.0,57.5,55.0,0.86,0.94,0.92,49.8,10.6,7.5,3.1,39.2,49.9,20.1,6.7,9.1,0.74,43.7,10.7,2.6,2.0,0.6,8.1,9.4,27.4,10.8,14.2,0.76,7.3,33.3,20.1,,8.9,26.4,7.0,,2110.0,301.0,84.5,88.7,79.1,81.3
Amarillo TX,2445.0,42301.0,21275.0,7206.0,5402.0,,3904.0,272.0,1685.0,334.0,7738.0,,1915.0,827.0,468.0,1941.0,18898.0,16.3,1162.0,0.85,0.83,1.02,2696.0,,53.0,0.74,0.82,0.89,44.6,9.6,9.1,,34.9,32.1,17.6,6.5,6.9,0.94,40.4,9.1,2.3,2.2,0.1,6.8,5.9,23.8,11.1,10.9,1.02,7.8,19.6,10.7,56.1,21.3,17.5,,2495.0,2047.0,448.0,85.7,94.4,80.5,74.8
Anchorage AK,1291.0,43950.0,27509.0,8154.0,3481.0,1880.0,658.0,1006.0,1086.0,176.0,7475.0,2483.0,1893.0,676.0,305.0,,,17.6,1440.0,1.14,,1.27,2502.0,36.8,68.0,0.68,0.6,1.13,48.1,12.4,6.7,5.8,,,,4.6,7.0,0.66,42.6,9.8,2.8,1.6,1.2,7.0,,17.2,6.3,10.0,0.63,5.2,31.7,15.9,10.0,4.0,16.3,5.1,2544.0,2246.0,298.0,87.7,,92.0,75.4
Ann Arbor MI,6156.0,48660.0,27260.0,7021.0,7071.0,2616.0,2572.0,791.0,1135.0,193.0,9510.0,4182.0,2067.0,889.0,466.0,1906.0,23808.0,19.7,1206.0,1.07,1.01,1.06,4190.0,63.9,66.0,1.14,1.04,1.1,54.1,15.4,6.2,9.2,38.7,56.5,23.5,8.3,10.8,0.77,47.5,,3.7,1.7,2.0,8.0,10.8,31.4,12.8,16.2,0.79,6.4,27.5,18.2,40.3,13.4,37.7,9.2,2837.0,2535.0,302.0,90.6,96.4,,78.9
Appleton WI,1644.0,31688.0,16366.0,6753.0,4936.0,661.0,1623.0,466.0,,82.0,6258.0,1998.0,,516.0,320.0,1961.0,14632.0,11.4,1286.0,0.66,0.58,1.13,2008.0,,56.0,0.55,0.59,0.93,31.2,4.9,4.1,0.8,26.3,48.3,14.0,4.9,,0.88,26.6,6.5,1.2,1.0,0.2,5.3,,16.2,6.5,8.7,0.74,2.1,24.4,11.8,24.4,9.6,17.1,5.7,1883.0,1680.0,203.0,91.0,96.7,90.4,81.9
Arlington VA,,45586.0,25107.0,,5799.0,2095.0,3378.0,302.0,1012.0,310.0,9987.0,,1833.0,985.0,550.0,2162.0,21369.0,,1019.0,0.96,1.07,0.9,,68.5,65.0,1.22,1.12,1.09,57.4,18.0,8.6,9.4,39.4,47.2,24.6,10.7,9.6,1.12,51.9,12.7,,2.4,2.0,8.3,9.0,35.0,18.6,14.2,1.31,4.8,30.5,19.1,39.1,15.3,38.3,9.0,2880.0,2614.0,,84.7,92.4,84.6,71.8
Asheville NC,4218.0,37940.0,18371.0,6796.0,5645.0,2184.0,2796.0,467.0,1516.0,165.0,7098.0,2603.0,1559.0,620.0,356.0,1960.0,16387.0,15.1,1088.0,0.74,0.77,0.96,,46.9,,0.71,0.77,,41.3,10.2,9.5,0.8,31.0,53.4,16.7,5.1,8.0,0.64,,8.7,2.3,2.1,0.2,6.4,9.7,,7.5,11.7,0.64,6.3,26.9,14.0,,14.0,23.9,6.9,2349.0,1954.0,395.0,90.3,,90.2,82.7
Atlanta GA,16925.0,42658.0,23177.0,7214.0,4952.0,2337.0,2626.0,693.0,1399.0,260.0,8923.0,3317.0,1878.0,721.0,489.0,2518.0,20312.0,18.5,1098.0,0.91,0.94,0.97,3332.0,57.5,58.0,0.91,,0.97,50.7,12.9,8.4,4.5,,42.2,20.0,,7.2,1.22,45.4,,3.3,2.3,1.0,8.0,7.9,28.6,15.3,,1.39,,,19.0,37.4,,31.0,7.9,,2407.0,383.0,85.1,90.6,,76.8
Augusta GA,3204.0,41620.0,23128.0,6972.0,5542.0,1754.0,1920.0,678.0,1391.0,235.0,8044.0,2679.0,1741.0,599.0,439.0,,20556.0,,1078.0,0.92,0.97,0.95,2735.0,52.3,52.0,0.75,0.85,0.87,52.3,17.9,9.2,8.8,34.3,43.6,18.6,,6.9,1.12,48.3,11.8,4.5,2.5,2.0,7.4,8.4,25.6,12.9,11.0,1.18,4.5,38.2,22.1,26.3,12.1,21.5,6.4,2579.0,2183.0,397.0,89.3,95.8,89.4,78.4
Aurora IL,724.0,45070.0,23622.0,7577.0,6178.0,,3301.0,857.0,1305.0,231.0,8962.0,3280.0,1979.0,,490.0,2490.0,20787.0,,1320.0,0.93,,1.16,3281.0,53.8,61.0,0.89,,1.02,43.1,13.9,5.9,8.0,29.2,47.8,19.4,8.1,7.0,1.17,38.8,9.2,3.0,1.5,1.6,6.2,8.5,25.7,,9.8,,4.2,26.1,,43.4,15.2,30.8,7.5,2730.0,2390.0,340.0,,94.2,89.7,68.2
Austin TX,3836.0,47747.0,,8269.0,9610.0,2516.0,,738.0,1398.0,573.0,10307.0,3657.0,2193.0,973.0,588.0,2897.0,18424.0,16.6,1107.0,0.83,0.85,0.98,3711.0,59.7,62.0,1.01,0.97,1.04,,11.4,7.8,3.6,,45.5,22.1,9.3,8.9,,40.9,9.7,2.8,1.9,0.9,6.9,8.4,28.8,13.7,13.4,1.02,6.5,27.4,16.3,40.6,17.2,31.2,,3110.0,2746.0,364.0,88.3,93.0,,80.7
Bakersfield CA,2746.0,48038.0,27253.0,,6131.0,1470.0,1176.0,1253.0,1827.0,360.0,10923.0,3731.0,2420.0,1078.0,,3043.0,24070.0,19.0,1265.0,1.08,0.97,1.11,,61.5,62.0,1.03,1.0,1.03,52.1,,7.2,,,51.5,22.2,9.9,8.2,1.21,,12.0,4.4,2.1,2.3,7.6,9.8,30.5,16.5,12.1,1.37,3.2,35.7,20.3,25.0,7.4,,6.7,,2875.0,498.0,84.1,91.3,83.2,72.6
Baltimore MD,11692.0,57485.0,36509.0,9419.0,5972.0,1872.0,1674.0,540.0,1215.0,284.0,,3801.0,2183.0,,498.0,2169.0,33041.0,20.3,1627.0,1.49,1.04,1.43,3806.0,56.7,,1.04,0.92,,55.6,15.3,9.5,5.8,40.4,49.6,22.7,8.3,9.6,0.86,,,3.9,,1.2,8.7,10.1,28.4,,,0.88,4.9,,21.4,30.5,9.6,37.8,8.8,2992.0,2655.0,338.0,86.7,92.2,89.2,76.0
,2749.0,37003.0,20053.0,6874.0,,1819.0,,901.0,1064.0,150.0,5388.0,2182.0,1208.0,517.0,292.0,1189.0,18137.0,15.6,1162.0,0.82,0.8,1.02,2444.0,,60.0,0.67,0.67,,42.8,8.8,8.5,0.3,34.0,48.7,,3.4,8.5,0.4,38.5,9.1,2.0,1.9,0.1,7.1,9.6,18.6,4.5,12.7,0.36,6.2,31.2,,16.0,6.2,19.8,6.1,1775.0,1492.0,282.0,87.2,91.9,86.0,80.2
Baton Rouge LA,2940.0,48233.0,22704.0,7174.0,8667.0,4669.0,1817.0,1177.0,1830.0,195.0,9055.0,3276.0,1828.0,862.0,431.0,2658.0,19905.0,21.0,950.0,0.9,1.07,0.84,,62.5,53.0,,1.02,0.89,,16.3,8.9,7.4,,39.4,21.1,7.7,9.0,,51.6,11.9,3.7,2.1,1.5,8.2,,30.0,13.1,14.5,0.9,13.2,34.5,,30.7,12.9,,8.0,2974.0,2461.0,512.0,85.8,90.9,83.7,78.8
Beaumont TX,2622.0,50000.0,24269.0,6964.0,,3783.0,1922.0,2138.0,2241.0,295.0,,3933.0,2016.0,840.0,,3481.0,20715.0,20.7,1001.0,0.93,1.06,0.88,3976.0,68.6,58.0,1.08,1.12,,56.7,,,,34.1,42.4,,10.0,9.0,1.11,52.1,12.2,5.2,2.1,3.0,7.1,7.8,35.7,18.8,15.1,1.25,,32.3,22.5,34.0,,,7.7,3648.0,3024.0,624.0,83.9,88.5,82.9,76.9
Bend OR,721.0,35034.0,16295.0,6981.0,2117.0,2924.0,,545.0,1375.0,163.0,6922.0,2097.0,1561.0,605.0,391.0,2268.0,14850.0,10.6,,0.67,0.54,1.23,2116.0,37.7,56.0,,0.61,0.94,29.2,3.3,2.8,0.5,25.9,15.7,14.4,4.8,6.3,0.77,24.1,6.2,0.8,0.8,0.1,,2.9,16.2,6.3,8.7,0.73,8.9,22.2,8.5,49.4,20.5,13.4,5.3,2155.0,1809.0,347.0,81.5,89.1,86.1,65.9
Billings MT,2844.0,32442.0,16842.0,6770.0,4316.0,1209.0,,265.0,1432.0,81.0,5209.0,1909.0,1511.0,430.0,206.0,,15215.0,13.3,1143.0,0.68,,1.01,2021.0,37.9,53.0,0.55,0.62,0.89,36.5,8.3,7.9,0.4,28.2,43.2,14.1,4.1,6.6,0.62,33.4,7.3,1.8,1.8,0.1,5.5,7.7,16.5,5.3,10.0,0.53,3.2,24.1,11.4,22.7,9.6,10.9,4.8,1791.0,1426.0,366.0,89.5,94.1,,85.8
Binghamton NY,,33271.0,18339.0,5896.0,4259.0,1365.0,1685.0,532.0,1123.0,73.0,6439.0,,1492.0,,228.0,1553.0,16129.0,18.5,,0.73,0.95,,2527.0,45.3,56.0,0.69,0.74,0.93,50.7,6.3,5.8,0.5,44.4,50.1,16.0,5.3,7.1,0.74,42.5,10.7,1.6,,0.1,9.1,9.2,21.4,8.4,11.5,,4.6,29.8,14.0,28.0,9.4,23.2,6.7,2048.0,1754.0,294.0,90.1,93.9,,85.1
Birmingham AL,12682.0,41520.0,22093.0,5909.0,5021.0,2491.0,3388.0,781.0,1564.0,274.0,8039.0,2970.0,1659.0,737.0,415.0,2258.0,19299.0,20.5,939.0,0.87,1.05,0.83,3006.0,56.9,53.0,0.82,0.93,0.88,56.3,11.5,9.3,2.2,44.8,50.0,19.8,7.4,8.6,0.85,49.8,12.2,3.0,2.6,0.5,,9.2,27.9,11.7,,0.84,7.4,36.7,20.0,34.8,19.8,23.5,6.7,2627.0,2189.0,438.0,,90.7,86.1,78.4
Bismarck ND,1340.0,31635.0,16756.0,6219.0,5362.0,993.0,674.0,,991.0,,6226.0,2217.0,,,402.0,,14877.0,14.6,1020.0,0.67,,0.9,,48.4,51.0,,0.79,0.85,,4.8,4.5,0.3,,46.4,16.1,5.1,7.6,0.66,33.4,,1.2,,0.1,7.4,9.7,23.8,,13.4,0.65,,24.3,9.4,15.1,4.6,18.9,5.8,1963.0,1704.0,260.0,90.8,95.1,87.6,85.9
Bloomington IL,812.0,37535.0,19864.0,8635.0,4853.0,1054.0,1518.0,416.0,992.0,205.0,9114.0,2508.0,1996.0,,,3641.0,17580.0,15.8,1113.0,0.79,0.81,0.98,2592.0,,51.0,0.71,0.83,0.85,43.3,10.1,5.9,4.1,33.2,51.7,17.2,7.0,6.4,1.09,,9.3,2.3,1.4,0.9,6.9,,22.7,11.0,9.9,1.11,2.5,31.2,14.1,26.0,10.4,21.4,6.5,2575.0,2328.0,,91.1,96.0,93.0,81.6
,4430.0,57020.0,32731.0,7351.0,8553.0,3022.0,,743.0,1091.0,213.0,11384.0,5076.0,2109.0,839.0,,2891.0,27924.0,24.6,1136.0,1.26,1.26,1.0,5078.0,78.0,,,1.27,1.09,67.4,24.3,9.2,15.2,43.1,63.7,27.7,12.3,10.9,1.12,61.2,14.6,5.5,2.4,3.1,,12.3,,22.1,17.2,1.28,7.8,29.9,20.2,42.7,14.6,42.5,9.7,,3083.0,299.0,82.2,89.1,85.3,68.6
Boise ID,2867.0,35218.0,16468.0,6131.0,6277.0,1857.0,,334.0,1167.0,198.0,,2013.0,1513.0,,325.0,585.0,,11.6,1276.0,,0.59,1.12,2125.0,37.2,57.0,0.58,,0.95,31.8,7.1,6.7,0.5,24.6,53.5,14.3,4.7,5.9,,28.9,,1.7,1.6,0.1,5.0,9.8,15.9,,,0.78,4.8,23.3,13.4,32.7,15.0,15.6,5.4,1615.0,1313.0,302.0,91.7,,89.3,86.8
Boston MA,20670.0,,27929.0,7916.0,12598.0,3775.0,2012.0,,837.0,210.0,9525.0,4003.0,1728.0,864.0,525.0,2404.0,24734.0,20.0,1239.0,1.11,1.02,1.09,4015.0,58.9,68.0,1.09,0.96,,54.7,10.0,7.8,2.1,44.7,,21.6,,9.3,0.84,47.4,11.9,2.5,2.1,0.4,,13.4,28.7,12.2,13.8,0.88,11.4,,,26.2,9.2,39.4,,2708.0,2490.0,218.0,89.3,95.2,88.7,79.6
Boulder CO,594.0,,20401.0,8321.0,7868.0,2141.0,4181.0,541.0,1363.0,235.0,9142.0,3334.0,2021.0,726.0,408.0,2654.0,17825.0,,1161.0,0.8,,1.02,3346.0,54.9,61.0,0.91,0.9,1.02,42.1,9.5,4.8,4.8,,,19.8,8.9,,1.3,,9.0,2.3,1.4,0.9,6.7,11.4,25.4,13.8,10.2,1.35,5.7,20.6,,,18.7,,6.7,2591.0,2258.0,334.0,,91.4,83.6,76.3
Bradenton FL,1999.0,44662.0,21838.0,,6628.0,2680.0,2351.0,454.0,1347.0,368.0,11286.0,4068.0,2882.0,1178.0,683.0,2474.0,18498.0,,1109.0,0.83,0.85,0.98,4080.0,68.9,59.0,1.11,1.12,0.99,45.7,18.9,6.4,,26.8,60.0,24.1,10.7,8.4,1.27,42.2,10.1,4.5,1.7,,5.7,11.9,35.1,18.6,13.7,1.36,,27.3,19.2,42.1,12.6,38.4,8.8,3365.0,3012.0,353.0,84.2,88.7,,75.7
Bridgeport CT,3051.0,55814.0,31453.0,8701.0,8464.0,3292.0,1511.0,1031.0,970.0,391.0,,4442.0,2217.0,1036.0,654.0,3220.0,27805.0,22.3,1248.0,1.25,1.14,1.1,4446.0,69.6,64.0,1.21,1.14,1.07,61.0,13.5,8.6,,47.6,70.5,24.5,9.4,10.3,0.91,,13.6,3.4,2.3,1.1,10.2,12.9,35.3,17.0,15.7,1.08,10.8,36.2,20.6,22.3,5.6,37.3,8.6,3197.0,2947.0,250.0,92.0,94.7,93.7,
Bronx NY,3224.0,78301.0,53716.0,6510.0,11672.0,,809.0,1053.0,1282.0,394.0,11469.0,5764.0,2023.0,,,1947.0,49247.0,31.7,1553.0,2.21,1.62,1.37,5772.0,79.5,73.0,1.57,1.3,,86.9,15.5,12.9,2.6,71.4,,27.2,9.7,13.1,,75.5,19.4,4.0,3.4,0.6,15.4,12.7,40.3,16.9,,0.84,8.7,43.5,22.8,10.0,3.7,45.7,9.9,3387.0,3037.0,350.0,,90.6,93.1,
Bryan TX,921.0,41738.0,21809.0,7144.0,5698.0,2953.0,1140.0,957.0,1722.0,315.0,8766.0,2984.0,1641.0,546.0,,3212.0,19220.0,17.4,1102.0,,0.89,0.97,3047.0,55.2,55.0,0.83,0.9,0.92,47.8,15.2,12.7,2.5,32.6,51.9,18.9,7.0,8.2,0.85,46.0,9.8,3.2,,,,10.3,25.9,11.8,12.6,0.94,11.6,31.5,17.5,21.8,8.4,20.1,,2836.0,2368.0,468.0,88.6,93.7,87.4,80.9
Buffalo NY,7101.0,37201.0,,5847.0,5589.0,1766.0,1489.0,639.0,1281.0,151.0,7400.0,2814.0,1666.0,821.0,323.0,1775.0,17955.0,20.6,870.0,0.81,1.05,,2820.0,49.1,57.0,0.77,0.8,0.96,56.6,8.5,7.7,0.8,48.1,56.6,17.7,5.4,,0.63,,12.5,2.3,2.2,0.1,10.2,10.6,24.5,8.4,14.0,0.6,,34.6,16.7,21.7,7.7,27.8,7.3,2321.0,1978.0,,84.3,90.4,,74.8
Burlington VT,3309.0,38631.0,,7299.0,4657.0,2586.0,1659.0,770.0,,60.0,6665.0,,,,223.0,1991.0,18517.0,18.9,978.0,,0.97,0.86,2611.0,46.1,57.0,0.71,0.75,0.95,51.9,,,0.2,45.0,51.9,17.3,5.2,8.3,0.63,,10.6,1.7,1.6,0.0,,9.3,,6.9,12.0,,9.6,32.2,14.7,24.7,9.7,20.1,6.1,2087.0,1838.0,249.0,86.8,91.5,84.0,80.8
Camden NJ,15894.0,56739.0,34223.0,7965.0,7914.0,2188.0,2045.0,896.0,1141.0,367.0,,5386.0,2306.0,1171.0,628.0,2756.0,29612.0,,1221.0,1.33,1.24,1.08,5388.0,,65.0,1.47,1.36,1.08,66.4,22.6,,13.2,,58.4,28.2,,9.7,1.38,60.2,15.0,5.6,,3.0,9.4,11.1,43.9,25.5,15.2,1.67,5.9,38.0,25.1,29.4,10.8,49.5,11.0,,3230.0,302.0,92.3,95.8,92.2,86.5
Canton OH,3540.0,39957.0,21417.0,6685.0,7069.0,1212.0,1518.0,950.0,926.0,180.0,8803.0,3480.0,1736.0,706.0,414.0,2466.0,18466.0,19.2,962.0,,0.98,0.85,3482.0,60.5,58.0,0.95,0.99,0.96,52.6,18.3,7.4,10.9,34.3,61.3,20.9,8.0,8.9,,47.7,11.1,4.3,2.0,2.3,6.8,11.6,29.7,13.2,14.1,0.94,3.6,30.3,20.0,26.0,10.0,28.7,7.5,2571.0,2325.0,246.0,86.6,92.0,81.8,80.9
Cape Girardeau MO,1855.0,36890.0,20859.0,6623.0,,1250.0,1186.0,607.0,1247.0,176.0,6552.0,,,495.0,336.0,1584.0,18504.0,,1013.0,0.83,0.93,,2687.0,51.0,53.0,0.73,0.83,0.88,50.0,14.2,7.3,6.9,35.8,53.6,18.3,4.6,9.5,0.49,44.7,,3.2,1.8,1.4,7.2,9.9,23.5,7.2,14.2,0.51,,31.9,17.4,26.1,8.4,20.7,6.3,2068.0,1731.0,336.0,87.5,93.3,82.1,81.3
Casper WY,982.0,,19144.0,6387.0,,1277.0,1312.0,247.0,,157.0,4990.0,,1581.0,533.0,253.0,749.0,17460.0,13.3,1310.0,0.79,0.68,1.15,2006.0,39.1,,,0.64,0.86,36.5,9.7,8.9,0.7,26.8,49.1,14.2,3.6,7.2,0.5,34.3,,2.3,2.1,0.2,5.5,8.9,18.1,5.2,11.7,0.44,3.6,27.1,14.0,,7.1,9.7,4.9,1885.0,1446.0,439.0,85.3,89.7,74.9,84.9
Cedar Rapids IA,1582.0,32888.0,18458.0,6636.0,3449.0,631.0,,179.0,995.0,169.0,6240.0,2181.0,1464.0,526.0,365.0,1704.0,16445.0,16.0,,0.74,0.82,0.91,2273.0,42.7,53.0,0.62,0.7,0.89,43.7,8.8,6.2,2.7,34.9,29.5,20.2,8.9,7.7,1.15,,9.0,2.2,1.7,0.5,6.9,5.3,,10.0,8.2,1.22,2.2,28.7,15.4,32.8,14.1,18.0,5.8,1864.0,1616.0,249.0,91.9,95.9,88.2,87.7
Charleston SC,4216.0,44634.0,24643.0,8035.0,4903.0,2207.0,2223.0,726.0,1715.0,182.0,9359.0,3140.0,2016.0,633.0,424.0,3146.0,21771.0,22.2,982.0,0.98,1.13,0.86,3191.0,61.6,52.0,0.87,1.0,0.87,60.8,19.1,8.2,10.9,41.7,43.0,21.4,8.7,8.0,1.09,54.4,13.1,4.4,2.2,2.2,8.7,8.3,29.7,,12.5,1.22,5.5,39.5,22.7,28.9,13.8,30.6,7.6,3107.0,,488.0,88.1,92.6,87.5,81.0
Charleston WV,5787.0,38053.0,22015.0,5471.0,,1685.0,1130.0,1003.0,,175.0,7274.0,2909.0,1488.0,579.0,356.0,1942.0,19335.0,21.1,917.0,0.87,1.08,0.81,2988.0,,53.0,0.81,0.91,0.89,57.7,12.5,6.8,5.7,45.3,48.8,19.5,6.6,9.2,0.72,49.8,12.3,3.0,,1.2,9.3,9.5,27.3,10.9,14.3,0.76,4.8,36.1,18.9,,7.7,25.6,7.0,2502.0,2084.0,417.0,86.9,93.0,83.3,
Charlotte NC,9810.0,40392.0,21583.0,6983.0,5584.0,1903.0,2325.0,437.0,1405.0,170.0,7270.0,3037.0,1608.0,623.0,371.0,1631.0,18961.0,18.5,1023.0,0.85,0.95,0.9,3063.0,54.8,56.0,,0.89,0.93,50.8,,7.4,7.1,36.3,54.9,19.4,7.0,8.3,0.84,45.4,11.1,3.5,1.9,1.6,7.6,10.1,26.7,11.8,12.7,0.93,5.3,33.6,19.6,28.9,14.1,31.1,7.9,2426.0,2038.0,388.0,90.5,93.9,89.7,85.5
Charlottesville VA,2894.0,39580.0,22079.0,6439.0,5714.0,,2200.0,258.0,1184.0,126.0,5985.0,2600.0,1301.0,483.0,292.0,1310.0,20001.0,16.8,1190.0,0.9,0.86,1.05,2639.0,49.2,54.0,0.72,0.8,,46.0,9.9,5.7,4.2,36.2,56.3,17.4,,8.0,0.74,39.8,9.6,2.3,1.5,0.8,7.4,10.6,22.2,8.3,12.0,0.69,4.9,32.1,15.8,26.6,13.0,26.3,,1993.0,1674.0,319.0,87.4,93.4,88.2,77.0
Chattanooga TN,3790.0,43396.0,22581.0,6379.0,6070.0,2700.0,3448.0,507.0,1544.0,165.0,7706.0,3144.0,1639.0,707.0,419.0,1798.0,19848.0,18.0,,,0.92,0.97,3151.0,56.6,56.0,0.86,0.92,0.93,49.2,10.9,8.3,2.6,38.3,52.9,19.6,8.0,7.6,1.05,43.8,10.6,2.7,2.2,0.5,8.0,9.7,28.0,14.0,11.9,1.18,,29.0,15.4,40.4,16.7,30.1,7.7,2603.0,2173.0,430.0,84.8,88.6,84.9,78.5
Chicago IL,8621.0,62565.0,40019.0,6173.0,8817.0,,2034.0,921.0,1149.0,242.0,10819.0,5370.0,2030.0,750.0,462.0,2207.0,34844.0,26.3,1327.0,,1.34,1.17,5381.0,81.0,66.0,1.47,1.32,1.11,72.0,21.0,11.3,9.7,51.0,58.3,29.0,11.9,12.6,0.94,64.9,15.5,5.2,,2.1,10.4,11.4,43.8,21.5,19.7,1.09,6.2,34.6,23.6,,10.0,38.8,9.2,3321.0,2994.0,328.0,80.8,88.0,86.3,65.2
