N_DEATH_ILL,TTL_MDCR_SPND,MDCR_SPND_INP,MDCR_SPND_OUTP,MDCR_SPND_LTC,MDCR_SPND_HOME,MDCR_SPND_HSPC,MDCR_SPND_AMBLNC,MDCR_SPND_EQP,MDCR_SPND_OTHER,TTL_PARTB,PARTB_EVAL_MGMT,PARTB_PROCS,PARTB_IMAG,PARTB_TESTS,PARTB_OTHER,HOSP_REIMB_P_DCD,HOSP_DAYS_P_DCD,REIMB_P_PTNT_DAY,HOSP_REIMB_RATIO,HOSP_DAY_RATIO,REIMB_P_DAY_RATIO,MD_PYMT_P_DCD,MD_VISIT_P_DCD,PYMT_P_MD_VISIT,MD_VISIT_PYMT_RATIO,MD_VISIT_RATIO,PYMT_P_VISIT_RATIO,HOSP_BEDS,TTL_IC_BEDS,HI_IC_BEDS,INT_IC_BEDS,MED_SURG_BEDS,SNF_BEDS,TOTAL_FTE,MS_FTE,PC_FTE,MS_PC_RATIO,RNS_REQ,HOSP_DAYS_P_DCD2,TTL_IC_DAYS_P_DCD,HI_IC_DAYS_P_DCD,INT_IC_DAYS_P_DCD,MED_SURG_DAYS_P_DCD,SNF_DAYS_P_DCD,TTL_MD_VISIT_P_DCD,MS_VISIT_P_DCD,PC_VISIT_P_DCD,MS_PC_RATIO_P_DCD,HHA_VISIT_P_DCD,PCT_DTHS_HOSP,PCT_DTHS_W_ICU,PCT_DTHS_HSPC,HSPC_DAYS_P_DCD,PCT_PTNT_10_MD,N_MD_P_DCD,TTL_COPAY_P_DCD,MD_COPAY_P_DCD,EQP_COPAY_P_DCD,QUAL_SCORE,AMI_SCORE,CHF_SCORE,PNEUM_SCORE
-0.08199129,-0.7633595,-0.9221066,-1.6922982,-0.8409998,-0.5390695,2.9791162,-0.397455,0.07256795,-0.20032021,-0.8907446,-0.7163823,-0.4611827,-1.296559,-0.5749637,-0.90503347,-0.94669884,-0.2942257,-1.19706,-0.94666827,-0.31008807,-1.1696687,-0.7545614,-0.39959934,-1.361344,-0.7546453,-0.42147747,-1.413544,-0.30279788,-1.0169725,-0.4980898,-1.0288088,0.2393194,0.09497588,-0.761355,-0.76215017,-0.41507483,-0.73247594,-0.44417363,-0.52424663,-1.0567715,-0.676517,-1.0196413,0.022339169,-0.54521203,-0.6292935,-0.7363001,-0.33641407,-0.8104137,-0.22831453,-0.18198524,-0.6149153,1.6596372,3.8959565,-0.7941136,-0.9060655,-0.6559444,-0.7522737,0.30195686,0.24322128,0.14881074,0.32813966,0.18572415
-0.10610013,-1.7368708,-1.3687332,-0.9133124,-1.5658742,-1.2259626,-0.77312374,-1.1644601,-1.0157257,-0.4486978,-1.2624584,-1.2086985,-1.4678209,-1.35105,-0.16002376,-0.7825452,-1.3437688,-1.3848945,-0.38307595,-1.3275133,-1.3780804,-0.36813244,-1.2094635,-1.1203728,-1.361344,-1.2193557,-1.1346347,-1.3095771,-1.3885553,-1.311789,-0.86044425,-1.1970158,-0.90763396,-1.8866138,-0.6264164,0.19377096,-1.3878077,1.7560687,-1.4307097,-1.5167463,-1.4454952,-1.1408035,-1.2414124,-1.008933,-1.8602649,-1.1698114,-1.1157424,-1.1557947,-1.0287387,-0.9334708,-1.2302275,-1.8320265,-0.3542737,-0.61854786,-1.4901673,-1.1912137,-1.4919395,-1.3842217,-1.1618515,1.2733392,0.6230523,0.0879221,2.0328937
-0.08366806,-0.91751736,-0.5140651,-1.6842983,-0.117178135,-1.2465695,-0.81429094,-0.79275763,-1.5282185,-1.144155,-1.40312,-1.0404747,-1.4869689,-1.1603314,-0.78634816,-1.4642891,-0.42133296,-0.81477207,0.45804092,-0.4388747,-0.7955393,0.43340415,-1.0857534,-1.149495,-0.66420853,-1.0763677,-1.1346347,-0.68577534,-0.80948454,-0.55632186,-0.65913624,-0.35598162,-0.6539807,0.75875956,-1.23364,-1.4607078,-0.47587058,-1.7622187,-0.8228439,-0.8418465,-0.6680478,-0.676517,-0.46521357,-0.6995514,0.55943286,-1.0016501,-1.2192267,-0.26192498,-1.5277675,-1.1802754,-0.31071654,-0.71634114,-1.1861064,-1.1664245,-0.7941136,-0.7634916,-1.6496745,-1.4774293,-1.5785562,0.7141341,1.0340601,-0.021267848,0.4684541
-0.017513197,-0.6530619,-0.289013,-0.38632202,-1.0936793,-0.59173125,-0.43675756,-0.83405787,-0.16257583,-0.567919,-1.0594418,-0.6070844,-1.1395693,-0.84700775,-0.40272447,-1.4465605,-0.22850844,-0.07113396,-0.33966348,-0.227294,-0.06736246,-0.36813244,-0.6172141,-0.6180156,-0.48992467,-0.6116574,-0.5997667,-0.3738741,-0.058502395,-0.4273397,-0.055212185,-0.54821795,0.18417741,-0.2564389,-0.6264164,-0.61508536,-0.59746236,-0.43213433,-0.11532838,0.11095273,-0.3570687,-0.057468526,-0.46521357,0.38328433,-0.17699671,-0.569236,-0.5983211,-0.4853926,-0.49852073,-0.61615044,1.10533,0.50076985,-0.56223184,-0.22407657,-0.3047008,-0.2644822,-0.887289,-0.9480098,0.024153795,0.3020865,0.30689126,0.5246819,0.016085902
0.13846858,2.5082924,2.8264434,1.6726403,1.3136199,0.66871774,-0.53917354,-0.14080329,-0.31029436,1.9754674,2.5793903,2.983592,2.0526772,2.9174163,2.8933077,0.7002075,2.776356,3.2256603,-0.068335444,2.7771513,3.233705,-0.059849203,3.009339,2.4907756,2.1243331,2.9987853,2.4757247,2.1213326,3.225914,0.56766593,2.038391,-0.47612935,3.591952,1.3444512,2.4771695,1.7379509,3.1110818,0.08273706,2.9937544,3.445751,0.88684744,2.4187255,-0.46521357,3.8896098,0.92764765,2.565768,1.9887855,3.0900872,0.5619152,0.33581045,2.7972302,1.6418115,-1.1423258,-1.1664245,2.5230176,2.729573,2.3252459,2.5360928,-0.3711813,-0.16882408,-0.07250342,0.19711205,-0.3985841
-0.06437818,0.4455631,0.4792112,-0.19232558,0.04232583,0.7522898,-0.16063608,-0.12900321,1.6703398,-0.0016181533,-0.08206154,0.03729854,0.44697997,-0.12500118,-0.2774596,-0.49888816,0.49482143,0.32547253,0.25725818,0.49208003,0.32099834,0.24843368,0.026662266,0.32845476,-0.48992467,0.0317879,0.33625233,-0.58180785,0.32151276,1.0835946,0.54871184,1.085791,-0.2569585,-1.4180607,0.38562253,0.52466655,0.31447506,0.4688905,0.47260734,0.5079525,1.0423368,0.4068178,1.087184,-0.029224636,-1.2816416,0.5478342,0.677985,0.33398846,0.71786153,0.58261526,0.6271846,1.2868209,0.24771048,0.2580549,0.34784958,0.16323988,0.39211664,0.12947081,1.6482332,-2.9648583,-2.633407,-2.729179,-2.1703587
-0.08210402,0.9313193,0.9255066,-0.057328053,0.82405317,-0.07198208,1.0342169,-0.081802905,-0.33742633,-0.041358568,0.79767734,1.1188734,0.60563487,-0.22036053,0.12182223,0.45684263,0.81955844,0.84601915,0.061902005,0.83060926,0.85499465,0.063463956,1.1010883,1.1001923,0.73006225,1.1041967,1.0939819,0.6657952,0.8372476,1.9127659,2.4007456,1.0617615,-0.11358942,0.9442287,1.3077025,1.1129258,1.4087992,0.38307866,1.249878,0.74615246,1.8197843,2.1092014,1.087184,-0.23547888,0.6120352,1.1844445,1.1091695,1.1161247,0.74905115,-0.4046036,-0.770472,0.399344,1.254666,0.564866,1.2722962,1.3751192,0.7531544,0.86581135,-0.3711813,-0.19825782,0.117192715,0.044245124,-0.58707076
-0.078651845,-1.0573295,-0.652011,-1.0113106,-0.67675805,-1.0359222,-1.5984759,-0.20865375,-0.672054,0.32624024,-0.24157463,-0.0529911,-1.1094795,0.2246498,0.04353168,-0.15237531,-0.7664374,1.3913537,-2.3909032,-0.77740365,1.388991,-2.4028013,-0.0989959,0.073635824,-0.31564084,-0.111200005,0.0688183,-0.3738741,1.398222,-0.7958603,0.26688072,-1.1970158,2.1803176,1.3151666,-0.15413147,-0.32095575,0.37527052,-0.64666414,1.0804727,1.301952,-0.6680478,0.2520558,-1.2414124,2.1364467,1.4010671,0.22352365,0.02258445,0.78092337,-0.3425744,-0.47511914,1.2524515,0.04435334,-1.9960488,-1.6266409,0.51098716,0.3771011,-0.4351155,-0.33470336,-0.73446226,0.1843583,0.30689126,-0.064944826,0.12917903
-0.09588452,0.5398687,0.2799929,-0.053328127,1.7963431,-0.5814279,0.22693808,0.40790033,-0.68411267,-0.87590724,0.46801695,0.68833435,0.4114194,0.5379734,-0.5201603,0.0684259,0.14476784,0.3998366,-0.3342369,0.15355133,0.36954343,-0.30647588,0.66079766,0.8235315,0.20721072,0.6752332,0.8265481,0.14596088,0.39389652,1.9496181,0.54871184,2.2151797,-0.6980944,0.8270903,0.7679481,1.4070554,-0.59746236,2.6570938,0.6519774,0.15065286,1.5865499,0.5615801,1.8633828,-0.8542423,0.55943286,0.74001867,1.3161378,-0.6343708,2.5892193,-0.7571817,-1.2670081,-0.23456806,1.3641176,0.41146055,0.9677723,0.8048228,0.4376845,0.5563619,-0.5314523,2.4211853,2.1406238,2.380911,1.6370721
-0.048089568,-0.57016236,-0.56921035,-0.333323,0.33290732,-0.48068354,-1.24002,0.29874963,-0.45499822,-0.061228774,-0.23625754,-0.29819876,-0.25602546,-0.58363426,-0.4340407,0.16512717,-0.60368824,-0.3933773,-0.5241665,-0.60813904,-0.35863313,-0.5531022,-0.31914124,-0.13021927,-0.66420853,-0.32568175,-0.109470874,-0.58180785,-0.38422948,-0.70373017,-0.53835136,-0.59627706,-0.04741878,0.9930363,-0.24409084,-0.50478673,0.19288297,-0.77538186,-0.47406858,-0.40514702,-0.6680478,-0.36699286,-0.68698466,-0.080788195,1.3484647,-0.16084449,-0.4258473,0.37123284,-0.6856565,-0.12254102,-0.32910684,-0.5895587,-1.2408323,-1.1225944,-0.48958993,-0.40705645,-0.3054223,-0.24335983,-0.46734393,-0.08052961,-0.4835113,-0.086782485,0.33651403
-0.07584784,-1.0902542,-0.8487452,-0.8853129,-1.5537666,-0.1040371,-0.2520072,0.27809948,-0.21081045,0.06792757,-0.7800522,-1.1060535,-0.61163133,-0.8969579,-0.26963052,0.0087934565,-0.753684,-1.6327738,1.494514,-0.7350876,-1.620806,1.4815667,-1.152966,-1.3460697,-0.31564084,-1.1478618,-1.3574965,-0.3738741,-1.6238025,-0.6668781,-0.33704332,-0.69239527,-1.5803663,-1.906137,-1.1661706,-1.2401105,-0.71905386,-1.2902533,-1.4705697,-1.635846,-0.8235373,-0.676517,-0.68698466,-1.5761329,-1.8602649,-1.3619953,-1.3054637,-1.1557947,-1.371821,-0.47511914,-0.6417407,-0.84312356,0.050697554,-0.24599151,-1.3596572,-1.2625006,-0.7996585,-0.80446994,-0.264334,0.92015684,1.0656757,0.43732962,0.6757891
-0.04783594,1.3158321,1.1901374,1.4216449,0.92880994,0.017314035,1.098478,-0.31780446,-0.7413913,0.61435825,1.2486644,1.3783373,0.8819133,0.88308346,0.97518927,0.7936854,1.1117456,0.62292784,0.7239424,1.1268224,0.61226934,0.74168706,1.3650678,1.0419477,1.4271977,1.3544251,1.0494096,1.4975314,0.62009597,1.0283166,0.8708047,0.7974365,0.14006408,1.041844,1.5101103,1.2232244,1.5303912,0.4259846,0.7615924,0.58735234,0.9645921,0.8711041,0.7545274,0.073902726,0.98025,1.0643295,0.9366957,1.0788801,0.5619152,-0.54563487,-0.513009,0.6529088,1.2327754,0.4333755,1.457185,1.517693,0.9739833,1.178989,-0.8199401,0.24322128,1.2869899,0.19711205,-0.8321039
-0.05154174,-0.59050506,-0.8336755,0.09166922,0.5418944,-0.45549744,-0.23192562,-0.33255458,-0.91322714,-0.63746476,-0.6538918,-0.7791099,-0.48580158,-0.74710745,-0.8411516,-0.13303506,-0.8246845,-0.3933773,-0.8714664,-0.8197198,-0.4071782,-0.8613854,-0.750665,-0.5088075,-1.1870601,-0.7546453,-0.5106221,-1.2056097,-0.4023255,-0.26150537,0.3876656,-0.57224756,-0.33415738,1.3346897,-0.6264164,-0.68861765,-0.59746236,-0.56085235,-0.31462857,-0.44484678,-0.27932402,0.09729345,-0.5760991,-0.3901698,1.5062712,-0.53320134,-0.5638263,-0.2991697,-0.56089944,-0.33408788,-0.12681438,-0.13314223,-0.6826287,-0.18024647,-0.9246235,-0.9060655,-0.7558432,-0.6516094,-0.87336373,-0.16882408,-0.7996723,-0.50170463,0.71348727
-0.0885011,-0.41612202,-0.4617351,1.091651,-0.70571095,-0.39138743,0.032146923,-0.30600438,-0.12639986,-0.45863292,-0.8047042,-0.6593573,-0.7374611,0.06571754,-0.51233125,-1.0500854,-0.35775608,-1.4344703,1.901506,-0.35424227,-1.4266257,1.9131627,-0.6211105,-1.1858977,1.4271977,-0.6116574,-1.179207,1.3935646,-1.4337952,-0.70373017,-1.0214905,-0.30792254,-1.326713,-0.8323691,-0.8738038,-0.9459811,-0.47587058,-1.0328176,-1.4008145,-1.3182464,-0.6680478,-0.9860413,-0.24344249,-1.266751,-0.703018,-1.1457883,-1.098495,-1.0440613,-1.0287387,-0.7924395,-1.2486178,-0.5895587,0.2586555,-0.026840826,-0.39170742,-0.40705645,-0.9240938,-0.92750406,-0.31775767,-0.8163281,0.43335372,-1.2005197,-1.454109
-0.06974666,-1.224775,-1.0088817,-0.8363138,-0.34616897,-1.4263065,-0.85345,-0.90780836,-1.4227053,0.4553966,-0.9898361,-1.1773348,-0.8687617,-1.064972,-0.12087848,-0.3892934,-0.9524093,-1.1370152,0.0130629605,-0.94666827,-1.135355,0.0018073757,-1.1451732,-1.309667,-0.48992467,-1.1478618,-1.3129241,-0.47784096,-1.1442598,-1.0169725,-0.5786129,-0.9807498,-0.7863215,0.4561524,-1.4360477,-1.5342401,-0.7798496,-1.7622187,-1.1616544,-1.1594464,-0.97902673,-0.676517,-1.0196413,-0.8542423,0.19121808,-1.2178574,-1.3399583,-0.70885986,-1.5901461,-1.1802754,-1.3037882,-1.3248968,-0.8030256,-0.7719533,-1.1421403,-1.2625006,-1.3534833,-1.1847572,-1.461024,0.4786777,0.33850688,-0.15229712,0.7700324
-0.07452333,0.50729686,0.6304052,0.6716586,-0.6104297,0.5473666,0.4096803,0.25449932,-0.035959948,0.34611046,1.0142285,0.6275077,0.84361726,1.8548408,1.210061,0.9129503,0.60960245,0.32547253,0.41462842,0.6190288,0.32099834,0.43340415,0.5994297,0.6779207,0.20721072,0.6037393,0.6928312,0.24992774,0.32151276,-0.24307942,0.91106653,-0.8606021,0.53708625,-0.9690302,0.8129278,0.59819883,1.0440246,0.039831154,0.3430619,0.26975286,-0.12383448,0.8711041,-0.7978702,0.43484813,-1.1238351,0.55984604,0.29854256,1.0788801,-0.15543863,-0.08728324,-0.27393633,0.29791817,1.0467076,0.67444134,0.89164174,0.8048228,1.0756347,1.117472,0.15237059,-0.9929193,-0.70482546,-0.32700005,-1.246774
-0.08823338,-0.24362037,0.2250133,-2.1242902,-0.8378413,0.041355297,-0.5903815,1.0864048,1.4593133,-0.1605798,-0.49872908,-0.38848838,-0.876968,-0.7334847,-0.113049425,-0.20394932,0.24203667,1.3417777,-1.148221,0.2381835,1.3404459,-1.1696687,-0.26264375,0.2702105,-1.361344,-0.2541879,0.29168004,-1.3095771,1.3348864,-0.22465333,0.95132786,-0.8606021,1.7722669,-0.90069985,-0.08666239,-0.4312544,0.49686202,-0.86119395,1.1900877,1.1431522,-0.20157915,0.5615801,-0.7978702,1.6208107,-1.3868457,0.043351013,-0.21887878,0.5574557,-0.5297102,-0.08728324,1.5466955,0.47541326,-0.62790287,0.01698927,-0.1850665,-0.2644822,0.011800169,-0.32351843,1.9260362,-0.16882408,-0.26219955,-0.1304578,-0.0027624727
-0.099378966,-0.45198637,-0.6339604,0.37066412,0.049169235,-0.32613257,-0.006008045,-1.294261,0.69057405,0.20701902,-0.5577006,-0.50729054,-0.05360367,-0.18403316,-0.16785282,-0.8679647,-0.6093987,-0.8891359,0.2409785,-0.60813904,-0.89262944,0.24843368,-0.53831244,-0.6616987,0.032926872,-0.5401635,-0.64433897,0.04199401,-0.89091647,-0.09567116,-1.2630602,0.6292297,-1.0289464,1.2565976,-0.761355,-0.3577219,-1.2054205,0.5547023,-0.9025643,-1.0006467,-0.20157915,-1.2955655,0.64364195,-1.1636239,1.2432606,-0.8094661,-0.5465789,-1.1557947,0.0005078861,-0.3693458,-1.3037882,-1.0459754,0.11636839,-0.24599151,-0.7071067,-0.7634916,-0.5718191,-0.6739792,0.37675,0.21378979,1.0024445,-0.8511121,-0.07815741
0.059294082,1.6724766,0.7075754,4.3375916,0.69876623,2.5198948,1.7983204,0.02144778,0.10874391,2.4821577,3.0748477,2.6091278,3.209764,3.1580853,3.78582,2.0362966,0.45637074,0.8708072,-0.43734154,0.44976395,0.85499465,-0.42978904,2.6284683,2.6145444,1.2529138,2.6413157,2.6094415,1.1856308,0.86439145,3.313144,1.6760368,3.3205388,-0.9296906,0.17306802,2.724557,3.0983002,1.1048201,2.8287175,1.3694582,0.9049522,3.2191896,1.7996771,3.3048947,-0.95736945,0.2438199,2.3015149,2.7649176,0.7436786,2.9323015,2.098701,-0.89920366,0.7543346,2.1302793,0.63061124,2.5230176,2.6582859,2.6547368,2.843678,-0.11474773,-0.7280314,-0.6099762,-0.45802766,-0.68131405
-0.023952551,0.20968151,-0.31020996,3.052615,-0.5125164,-0.18646428,1.8254305,-0.4594054,-0.17764916,1.359491,1.897351,0.74345857,3.8252356,2.876548,1.8598725,1.4061267,-0.4260917,-0.41816533,-0.16601354,-0.4388747,-0.4071782,-0.18316236,0.7241138,0.45222402,1.07863,0.71098006,0.4699692,1.081664,-0.42042154,0.4202577,-0.2565202,0.7013184,-0.76426464,-0.10025464,0.74545866,1.0761594,-0.29348302,1.7989751,-0.32459342,-0.28604704,0.4981235,-0.057468526,0.7545274,-0.6995514,-0.019190734,0.36766183,0.69523215,-0.4853926,1.4352154,-0.22831453,-0.9359839,-0.13314223,1.7253081,1.3099785,0.9677723,0.87611014,1.7468845,1.907873,-0.28570345,-0.8751911,-0.54674494,-0.7855975,-0.8509523
-0.084485315,-0.36779332,-0.49021852,-1.5263011,0.4760924,0.589725,-0.16666055,-0.22045383,0.71469134,-0.57785416,-0.59637046,-0.43125716,-0.74840283,-0.53368413,-0.74720293,-0.47310117,-0.53668505,0.5981398,-1.5009474,-0.5235069,0.61226934,-1.4779519,-0.45648852,0.20468551,-1.7099116,-0.46866965,0.20253545,-1.7254447,0.60199994,-0.81428623,0.14609583,-1.1489565,1.220847,-0.9983151,-0.17662132,-0.2841896,0.31447506,-0.56085235,0.41281706,0.46825272,-0.74579245,0.2520558,-1.1305268,1.1051747,-1.1238351,0.30760428,0.16056351,0.7436786,-0.15543863,1.0762247,0.8294767,-0.0317164,-0.29954788,0.30188522,-0.44608662,-0.6209173,-0.51223034,-0.6516094,0.6118141,-0.7280314,-0.0408878,-1.6154418,-0.58707076
-0.048920907,-0.8646028,-0.9081961,-0.008328949,0.108127795,-1.2328316,-0.3483987,-0.8075077,-0.78661126,-1.0746093,-0.773285,-0.7277874,-0.43656382,-0.18857408,-0.90378404,-0.8341192,-0.90520257,-1.0378634,-0.068335444,-0.90435195,-1.0382646,-0.059849203,-0.780862,-0.7053821,-0.8384924,-0.79039216,-0.6889115,-0.7897422,-1.0447322,-0.574748,-0.45782822,-0.47612935,-0.9296906,1.0808902,-0.85131395,-0.46802056,-1.4486037,0.68342,-1.0022144,-1.0800465,-0.5903029,-0.36699286,-0.5760991,-1.008933,0.7172393,-0.71337396,-0.30511567,-1.5282406,0.8114297,-1.0392442,-1.0095451,-0.5134895,0.083532974,-0.09258608,0.01069852,0.02066596,-0.7891428,-0.707534,-0.745147,0.1549268,-0.32543078,-1.178682,1.3354923
-0.034210432,0.5558607,-0.51737714,0.017670576,2.110087,1.2422736,2.487118,-0.57445616,0.59410477,2.5815086,0.3544243,0.28440702,0.03666551,0.68782383,1.076967,0.21025442,-0.59550315,-0.51731694,-0.3071041,-0.60813904,-0.50426865,-0.30647588,0.25557443,0.051794257,0.73006225,0.24626964,0.0688183,0.7697621,-0.52899736,0.58609205,0.14609583,0.6772888,-0.99586105,0.01688375,-0.04168271,0.34083557,-0.41507483,0.8550442,-0.33455867,-0.52424663,0.57586837,0.09729345,0.64364195,-1.0604968,-0.44000736,0.13944322,0.38477945,-0.2991697,0.84261894,1.2525138,-0.89920366,-0.057072494,2.1521697,2.0989206,-0.0328048,-0.12190829,0.38160098,0.3009729,0.6118141,0.8907253,0.74951476,0.63387185,0.78888226
-0.07035255,-0.013735753,0.16092561,1.1736494,-0.44566154,-0.5436488,-1.5392354,0.9123537,0.8744685,-0.07116388,0.6574992,-0.12617323,0.49348226,0.052094772,0.55242026,1.9847226,0.24641472,-0.34380126,0.827047,0.2381835,-0.31008807,0.8033436,-0.09802181,-0.3777578,0.73006225,-0.111200005,-0.3769049,0.7697621,-0.32994175,0.30970144,-0.77992094,0.86952513,-0.5988387,-0.52976155,-0.13164207,0.04670616,-0.23268756,0.29726684,-0.32459342,-0.008147276,0.4203788,-0.52175486,0.9762986,-0.28704268,-0.65041614,-0.4851553,-0.3223631,-0.5598817,-0.061870646,-0.72192395,1.3076228,0.8050478,-1.2517775,-1.648556,-0.39170742,-0.40705645,0.7216074,0.63465637,0.76140034,-1.5815581,-1.052602,-1.397062,-1.5483522
-0.07780642,0.27223834,0.1738425,0.08966926,-0.10191208,-0.53792465,1.5804354,-0.052302707,0.5338115,1.0515028,0.3761761,0.34713456,1.0925413,1.0965068,0.5289331,-0.47471285,0.1342986,0.20153289,-0.11174793,0.15355133,0.17536315,-0.121505775,0.3822067,0.18284394,0.73006225,0.38925734,0.20253545,0.7697621,0.19484092,0.18071927,1.031851,-0.3800112,0.12903541,0.84661347,0.52056116,0.19377096,1.1048201,-0.43213433,0.31316695,0.26975286,0.18714459,0.7163421,-0.24344249,0.2801572,0.8224435,0.18748921,0.02258445,0.52021134,-0.21781716,-0.7571817,-0.9543742,-0.6402719,1.3750626,1.4414686,0.184712,0.16323988,0.5866564,0.496709,0.72934616,-2.1407654,-2.1591656,-1.2441967,-1.6802938
-0.07505877,0.4936566,0.5825464,0.37766397,0.2855299,0.30809882,-0.65865886,0.45215064,-0.0058133113,-0.05129367,0.5008863,0.45168048,0.26917705,-0.1477058,0.22359996,0.7517815,0.5268002,0.94517076,-0.431915,0.5343961,0.9520848,-0.42978904,0.43091142,0.7725679,-0.31564084,0.42500427,0.7819758,-0.3738741,0.9458231,0.8993343,0.14609583,1.085791,0.6142851,1.3151666,0.9928456,0.52466655,1.5303912,-0.3034166,0.9210328,0.70645237,0.65361303,-0.057468526,0.9762986,0.43484813,1.2958624,0.81208754,0.5745007,1.3395917,0.03169715,0.6883886,0.4248918,0.6782654,0.072587766,-0.5747175,0.184712,0.23452683,0.6742869,0.68126017,0.20579426,-1.1106476,-1.495228,-0.5890569,-0.56822234
-0.10013985,-1.2696936,-0.8666302,-0.73931557,-0.57042205,-1.5373542,-1.1386082,-1.456512,-1.829685,-1.6409101,-1.6414229,-1.4386995,-1.55809,-1.2738544,-1.5849118,-1.3353541,-0.77138656,-1.2361668,0.5665721,-0.77740365,-1.2324451,0.5567173,-1.2659609,-1.309667,-1.0127763,-1.2551026,-1.3129241,-0.9976759,-1.2347395,-1.5697534,-1.4241065,-1.172986,-0.5767818,-0.24667753,-1.5260066,-1.5710063,-1.0230329,-1.676407,-1.4107796,-1.3976462,-1.6787295,-1.6050898,-1.2414124,-0.75111496,0.29642224,-1.3019378,-1.46069,-0.6343708,-1.7772819,-1.3565645,-0.84403276,-1.5277488,-1.5144614,-1.2759998,-1.5227947,-1.6189357,-1.9371027,-1.7421391,-1.8349897,-0.4042805,-0.7996723,-1.4188995,0.6946389
-0.101436175,-0.9050531,-1.1958455,-0.5633188,-0.7409808,0.16041678,1.7551451,-0.75440735,0.13286123,-1.809807,-1.6844431,-0.96254045,-1.2954887,-1.414623,-1.9607065,-2.3136485,-1.146947,-1.831077,1.0603892,-1.1582488,-1.8149866,1.0499699,-0.9552248,-1.3824724,0.73006225,-0.969127,-1.4020687,0.6657952,-1.8319062,-1.3670671,-1.2227985,-1.0528383,-1.4149404,-0.5395233,-1.3460886,-1.4607078,-0.8406457,-1.5905951,-1.84924,-1.8343459,-1.4454952,-1.2955655,-1.1305268,-1.4730055,-0.703018,-1.3740069,-1.322711,-1.1185504,-1.4341996,0.33581045,-1.8371048,-1.6798875,1.0357625,1.9674305,-1.7185599,-1.6189357,-1.5497757,-1.6433389,-0.029269869,1.1261795,1.0972939,0.15343508,1.2224007
-0.037958503,-0.64471316,-0.7240475,-0.6383174,-0.61622024,0.045934584,0.8193442,0.08634821,-0.3826463,-0.5977244,-0.54609966,-0.6336961,-0.68001705,-0.47011122,-0.33226296,-0.110471435,-0.68839395,-1.2609549,0.78906107,-0.6927715,-1.2809902,0.8033436,-0.62792915,-1.0038842,0.73006225,-0.6116574,-1.0009178,0.7697621,-1.2618835,-0.3904877,-0.9007058,0.028491106,-1.3046563,-0.87141496,-0.8288241,-0.98274726,-0.41507483,-1.1186297,-1.2114794,-1.2388463,-0.5125582,-0.9860413,-0.021671345,-1.3183148,-1.1764374,-0.9656157,-1.0640004,-0.6716155,-1.153496,0.018490264,-1.2853982,-0.6149153,1.5720755,1.2004031,-0.2503216,-0.19319525,-0.6874914,-0.6572018,-0.42460498,2.068003,1.6663822,1.5947421,1.8255587
-0.10164753,-0.6799896,-0.4865753,0.08866928,-0.8889036,-1.159563,0.17874233,-1.1172597,0.41623962,-1.6905857,-0.67129326,-1.082293,-0.5952188,-1.1467086,-1.3656982,0.6373517,-0.4024883,-0.36858928,-0.20942602,-0.3965586,-0.35863313,-0.18316236,-0.98152536,-0.7563457,-1.361344,-0.969127,-0.7334838,-1.413544,-0.3661338,-0.021967119,0.46818873,-0.30792254,-0.4334127,-0.2564389,-0.98625255,-0.7989163,-1.0230329,-0.38922843,-0.24487343,-0.4845469,-0.27932402,-0.057468526,-0.354328,-0.49329692,0.19121808,-0.78544307,-0.6500632,-0.783349,-0.4361422,-1.1097598,-0.88081336,-1.071332,-0.32143828,-0.004925883,-1.2508988,-1.3337876,-0.6454287,-0.7149906,0.16305532,0.7141341,0.18042636,0.2844627,1.1470057
-0.096377686,-0.17153889,-0.32412046,0.31166518,-0.1861386,-0.3238429,0.7731566,-0.6216565,0.9950551,-0.657335,-0.55866736,-0.50063765,-0.3326175,-0.66082996,-0.8176644,-0.4166921,-0.26562667,-1.1122272,1.3317171,-0.26961008,-1.0868096,1.3582535,-0.4642813,-0.690821,0.38149458,-0.46866965,-0.6889115,0.35389462,-1.1080678,-1.2012329,-1.383845,-0.76448387,-0.62089556,0.2316374,-0.64890623,-0.68861765,-0.41507483,-0.68957007,-1.2413744,-1.1197463,-1.1345162,-1.2955655,-0.68698466,-0.6995514,0.19121808,-0.76141995,-0.80528957,-0.41090316,-0.8727923,-0.2988301,-1.8371048,-2.2884433,1.1014334,0.5210359,-0.65272754,-0.7634916,-0.4316103,-0.5994131,0.81482404,1.6265239,1.603151,1.3108492,1.1281573
